AreaID;AreaCode;SiteName;Country;State/Province;Latitude;Longitude;Lat10;Long10;Altitude;Alt SRTM;Domain;DomN;EcoUnit;FitGeoN;Asp Ocean;Thermic realm;Elevation range;Zonal Azonal;Climatic regime;Leaf flush;Vegetation physiognomy;Vegetation type;CdVg;Main vegetation type;TempCorrection;PrecipCorrection;TempAnn;TempDayRng;Isotherm;TempSeas;TempMax;TempMin;TempAnnRng;PrecAnn;PrecWetP;PrecDryP;PrecSeas;WaterDefDur;WaterDefSev;WaterExcDur;WaterExcSev;HyperSeas;DaysFrost;CloudItcp;Grassy Cover;Surface Rockiness;Ranked Rockiness;Soil Texture Class;Ranked Sand;Soil Drainage Class;Ranked Drainage;Soil Water Storage;Soil Fertility Class;Ranked TBS;Salinity Class;Ranked Salinity
948;CerTO022;Alvorada, cerradao mesotrofico;Brasil;Tocantins;12°30’52”S;49°10’11”W;-12.5144;-49.1697;272;262;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;26.6;11.7;70;76;34.6;17.8;16.8;1488;241;2;82;130;174;195;702;0;0;0;40;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Well;35;49;Mesotrophic (25-50% TBS);37;No salinity;0
858;CerMT147;Campinapolis, cerradao mesotrofico;Brasil;Mato Grosso;14°19’39”S;52°46’36”W;-14.3275;-52.7767;485;474;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;23.9;14.1;71;136;32.6;12.8;19.8;1594;276;4;81;120;126;200;783;0;0;0;40;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Well;35;44;Mesotrophic (25-50% TBS);37;No salinity;0
1407;CerMT148;Nova Xavantina, cerradao mesotrofico;Brasil;Mato Grosso;14°32’01”S;52°28’34”W;-14.5336;-52.4761;389;366;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;24.6;13.8;71;136;33.2;13.7;19.5;1534;274;4;83;130;140;195;740;0;0;0;35;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Well;35;44;Mesotrophic (25-50% TBS);37;No salinity;0
902;CerGO091;Aparecida do Rio Claro, cerradao mesotrofico;Brasil;Goias;15°51’59”S;51°03’38”W;-15.8664;-51.0606;339;330;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;25.8;11.3;69;100;33.2;16.9;16.3;1574;330;5;89;135;154;190;795;0;0;0;40;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Moderately Well;50;63;Mesotrophic (25-50% TBS);37;No salinity;0
903;CerGO092;Jussara, cerradao mesotrofico;Brasil;Goias;16°04’13”S;50°48’22”W;-16.0703;-50.8061;531;454;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;25.1;11;69;102;32.5;16.5;16;1629;351;5;90;130;145;190;838;0;0;0;35;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Moderately Well;50;59;Mesotrophic (25-50% TBS);37;No salinity;0
1998;CerGO093;Diorama, cerradao mesotrofico;Brasil;Goias;16°10’48”S;51°30’25”W;-16.18;-51.5069;437;401;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;25.4;11.7;70;110;32.9;16.1;16.8;1577;319;6;89;135;142;185;787;0;0;0;35;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Well;35;53;Mesotrophic (25-50% TBS);37;No salinity;0
608;CerMT149;Torixoreu, cerradao mesotrofico;Brasil;Mato Grosso;16°11’35”S;52°34’24”W;-16.1931;-52.5733;379;354;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;24.7;13.4;68;157;33.2;13.5;19.7;1481;298;5;86;130;126;180;688;0;0;0;45;Intermediate (10-30% exposed rock);20;Sandy loam (70-80% sand);75;Well;35;44;Mesotrophic (25-50% TBS);37;No salinity;0
904;CerGO094;Israelandia, cerradao mesotrofico;Brasil;Goias;16°19’41”S;50°48’44”W;-16.3281;-50.8122;412;389;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;25.4;11.1;69;108;32.8;16.7;16.1;1595;346;4;90;130;144;190;800;0;0;0;40;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Moderately Well;50;63;Mesotrophic (25-50% TBS);37;No salinity;0
1997;CerGO095;Ipora, cerradao mesotrofico;Brasil;Goias;16°26’36”S;51°08’14”W;-16.4433;-51.1372;554;561;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;24.5;11.4;70;106;32;15.6;16.4;1612;333;4;88;130;127;190;810;0;0;0;40;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Well;35;55;Mesotrophic (25-50% TBS);37;No salinity;0
909;CerGO096;Doverlandia, cerradao mesotrofico;Brasil;Goias;16°44’01”S;52°37’48”W;-16.7336;-52.63;522;537;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;303;Savanna woodland;0;1;23.9;13;69;151;32;13.2;18.8;1668;315;11;82;110;93;195;823;0;0;0;35;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Moderately Well;50;59;Mesotrophic (25-50% TBS);37;No salinity;0
2220;CerGO097;Montes Claros de Goias, cerradao mesotrofico;Brasil;Goias;16°06’40”S;51°19’17”W;-16.1111;-51.3214;659;543;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Upper tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;305;Savanna woodland;-0.6;1.04;24.1;11.5;69;108;31.6;15;16.6;1711;350;6;88;125;123;190;906;0;0;0;40;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Well;35;51;Mesotrophic (25-50% TBS);37;No salinity;0
912;CerGO098;Mineiros, cerradao mesotrofico;Brasil;Goias;17°21’24”S;52°10’21”W;-17.3567;-52.1725;849;819;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Upper tablelands;Mesotrophic;Seasonally dry;Semideciduous;Forested Savanna;Tropical Upper tablelands Mesotrophic Seasonally dry Semideciduous Forested Savanna;305;Savanna woodland;0;1;22.8;12.3;72;128;30.5;13.3;17.2;1666;307;14;76;100;74;205;797;0;0;0;50;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Well;35;63;Mesotrophic (25-50% TBS);37;No salinity;0
2047;CerTO023;Ananas, cerradao distrofico;Brasil;Tocantins;06°24’48”S;48°04’59”W;-6.4133;-48.0831;212;198;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Seasonally dry Semideciduous Forested Savanna;307;Savanna woodland;0;1;25.7;11.4;74;34;33.4;17.9;15.5;1562;299;22;71;100;83;210;651;0;0;0;45;Absent to Low (0-10% exposed rock);5;Sand (90-100% sand);95;Somewhat Excessively;20;35;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
2177;CerTO024;Araguaina, cerradao distrofico;Brasil;Tocantins;07°16’09”S;48°14’39”W;-7.2692;-48.2442;218;236;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Seasonally dry Semideciduous Forested Savanna;307;Savanna woodland;0;1;26;11.5;75;41;33.8;18.5;15.3;1819;289;11;71;95;91;220;910;0;0;0;35;Absent to Low (0-10% exposed rock);5;Sand (90-100% sand);95;Excessively;5;28;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
930;CerTO025;Centro de Pesquisa Canguçu, cerradao distrofico;Brasil;Tocantins;09°58’31”S;50°00’24”W;-9.9753;-50.0067;186;177;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Seasonally dry Semideciduous Forested Savanna;307;Savanna woodland;0;1;27.1;12.4;75;47;35.2;18.6;16.6;1963;314;5;77;110;126;225;1111;0;0;0;45;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;68;Dystrophic (10-25% TBS);17;No salinity;0
2015;CerMT150;Novo Santo Antonio, cerradao distrofico;Brasil;Mato Grosso;12°22’20”S;50°56’36”W;-12.3722;-50.9433;212;205;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Forested Savanna;310;Savanna woodland;0;1;27.1;12.1;73;88;34.8;18.2;16.6;1618;272;3;83;130;174;205;829;0;0;0;50;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;60;Dystrophic (10-25% TBS);17;No salinity;0
2023;CerMT151;Nova Xavantina, cerradao distrofico;Brasil;Mato Grosso;14°42’14”S;52°21’14”W;-14.7039;-52.3539;318;288;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Forested Savanna;310;Savanna woodland;0;1;25.1;13.6;70;138;33.5;14.2;19.3;1498;275;4;85;130;158;195;718;0;0;0;45;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
2184;CerTO026;Pequizeiro, cerradao brejoso;Brasil;Tocantins;08°25’35”S;48°57’51”W;-8.4264;-48.9642;193;194;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.3;12.7;77;37;34.6;18;16.6;1828;284;6;73;105;121;225;961;0;0;0;50;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
2186;CerTO027;Goianorte, cerradao brejoso;Brasil;Tocantins;08°54’54”S;49°07’40”W;-8.915;-49.1278;209;199;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.5;12.6;75;36;34.8;18.1;16.7;2041;332;4;77;110;124;225;1189;0;0;0;45;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
2187;CerTO028;Abreulandia, cerradao brejoso;Brasil;Tocantins;09°35’27”S;49°13’24”W;-9.5908;-49.2233;280;242;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.6;12.3;74;42;34.9;18.2;16.7;2379;398;6;79;105;127;225;1517;0;0;0;35;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Imperfectly;65;75;Mesotrophic (25-50% TBS);37;No salinity;0
931;CerTO029;Monte Santo, cerradao brejoso;Brasil;Tocantins;09°52’21”S;49°05’17”W;-9.8725;-49.0881;243;239;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.8;12.2;73;47;35;18.3;16.7;2195;359;6;80;110;129;225;1346;0;0;0;45;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
2193;CerTO030;Marianopolis, cerradao brejoso;Brasil;Tocantins;10°11’19”S;49°28’56”W;-10.1886;-49.4822;218;220;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27;12.1;72;50;35.2;18.4;16.8;2060;346;5;79;115;130;225;1216;0;0;0;50;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
4771;CerMT152;Santa Terezinha, cerradao brejoso;Brasil;Mato Grosso;10°23’25”S;50°44’09”W;-10.3903;-50.7358;243;229;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.9;12.4;75;57;34.9;18.3;16.6;1822;320;2;80;115;144;215;990;0;0;0;35;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Imperfectly;65;75;Mesotrophic (25-50% TBS);37;No salinity;0
2195;CerTO031;Pium, cerradao brejoso;Brasil;Tocantins;10°24’53”S;49°30’23”W;-10.4147;-49.5064;198;192;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27.2;12.1;72;54;35.4;18.5;16.9;1986;339;5;80;120;134;215;1151;0;0;0;35;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Imperfectly;65;75;Mesotrophic (25-50% TBS);37;No salinity;0
935;CerTO032;Macauba, cerradao brejoso;Brasil;Tocantins;10°27’07”S;50°28’10”W;-10.4519;-50.4694;215;186;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27.2;12.3;75;56;35.1;18.7;16.4;1846;322;3;80;120;144;215;1017;0;0;0;45;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
940;CerTO033;Lagoa da Confusao, cerradao brejoso;Brasil;Tocantins;10°43’42”S;49°33’44”W;-10.7283;-49.5622;237;228;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27;12;71;58;35.2;18.4;16.8;1903;332;4;81;125;145;215;1081;0;0;0;50;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
506;CerTO034;Barreira da Cruz, cerradao brejoso;Brasil;Tocantins;10°47’46”S;49°53’08”W;-10.7961;-49.8856;189;184;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27.3;12.1;73;61;35.3;18.8;16.5;1881;335;3;82;125;151;215;1063;52;0;0;5;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Poorly;80;85;Mesotrophic (25-50% TBS);37;No salinity;0
4550;CerTO035;Santa Isabel do Morro, cerradao brejoso;Brasil;Tocantins;11°30’53”S;50°36’51”W;-11.5147;-50.6142;203;194;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27.6;11.9;75;78;34.9;19.1;15.8;1853;343;3;87;130;170;205;1054;0;0;0;45;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
4549;CerTO036;Alto Javaes, cerradao brejoso;Brasil;Tocantins;11°44’30”S;49°55’02”W;-11.7417;-49.9172;195;195;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;27.3;11.8;72;72;35;18.7;16.3;1740;336;2;87;130;174;200;947;52;0;0;5;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Poorly;80;85;Mesotrophic (25-50% TBS);37;No salinity;0
945;CerTO037;Formoso do Araguaia, cerradao brejoso;Brasil;Tocantins;11°52’46”S;49°24’13”W;-11.8794;-49.4036;247;243;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Equatorial Lowland Floodplain Seasonally dry Semideciduous Forested Savanna;316;Savanna woodland;0;1;26.8;11.9;70;72;34.9;18;16.9;1608;296;1;85;130;180;200;825;0;0;0;45;Absent to Low (0-10% exposed rock);5;Light clay (10-20% sand);15;Imperfectly;65;78;Mesotrophic (25-50% TBS);37;No salinity;0
2209;CerTO038;Sandolandia, cerradao brejoso;Brasil;Tocantins;12°30’11”S;49°54’47”W;-12.5031;-49.9131;228;250;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Floodplain Seasonally dry Semideciduous Forested Savanna;318;Savanna woodland;0;1;26.8;11.7;72;78;34.5;18.2;16.3;1634;299;3;86;130;173;195;845;0;0;0;35;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Imperfectly;65;75;Mesotrophic (25-50% TBS);37;No salinity;0
863;CerMT153;Vale dos Sonhos, cerradao brejoso;Brasil;Mato Grosso;15°10’52”S;52°03’59”W;-15.1811;-52.0664;288;281;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;Floodplain;Seasonally dry;Semideciduous;Forested Savanna;Tropical Lower tablelands Floodplain Seasonally dry Semideciduous Forested Savanna;318;Savanna woodland;0;1;25.4;13.1;70;131;33.6;14.9;18.7;1532;272;6;85;135;149;190;746;0;0;0;45;Absent to Low (0-10% exposed rock);5;Silty clay loam (20-30% sand);25;Imperfectly;65;75;Mesotrophic (25-50% TBS);37;No salinity;0
2176;CerTO039;Araguatins, cerrado;Brasil;Tocantins;05°39’42”S;47°57’20”W;-5.6617;-47.9556;182;183;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26.2;11.2;76;30;33.6;18.9;14.7;1639;297;15;79;110;109;195;774;0;0;0;80;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Somewhat Excessively;20;55;Dystrophic (10-25% TBS);17;No salinity;0
986;CerPA008;Redençao, Fazenda Chocolate, cerrado;Brasil;Para;08°19’52”S;49°59’21”W;-8.3311;-49.9892;212;209;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26;12.8;76;31;34.5;17.6;16.9;1821;292;10;72;105;115;225;942;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;40;Dystrophic (10-25% TBS);17;No salinity;0
5882;CerPA009;Santana do Araguaia, cerrado;Brasil;Para;09°27’05”S;50°39’49”W;-9.4514;-50.6636;226;221;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26.4;12.8;75;41;34.9;17.8;17.1;1720;270;4;74;110;132;220;866;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;40;Dystrophic (10-25% TBS);17;No salinity;0
929;CerTO040;Marianopolis do Tocantins, cerrado;Brasil;Tocantins;09°47’27”S;49°36’33”W;-9.7908;-49.6092;208;197;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26.9;12.4;74;43;35.2;18.4;16.8;2164;348;6;77;105;125;225;1301;0;0;0;95;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
4815;CerMT154;Vila Rica, cerrado;Brasil;Mato Grosso;09°56’36”S;51°04’12”W;-9.9433;-51.07;254;241;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26.5;12.8;74;51;34.9;17.7;17.2;1809;305;3;77;110;135;220;957;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
4772;CerMT155;Canabrava do Norte, cerrado;Brasil;Mato Grosso;11°02’06”S;51°52’04”W;-11.035;-51.8678;234;232;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;26.7;13.1;73;74;35.2;17.2;18;1708;309;1;81;120;154;210;885;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
849;CerMT156;Sao Felix do Araguaia, cerrado;Brasil;Mato Grosso;11°50’32”S;50°46’18”W;-11.8422;-50.7717;200;196;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lowland;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lowland Seasonally dry Semideciduous Parkland Savanna;330;Savanna woodland;0;1;27.5;11.9;74;84;34.9;18.9;16;1723;301;3;85;130;178;205;934;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Dystrophic (10-25% TBS);17;No salinity;0
938;CerTO041;Cristalandia, cerrado;Brasil;Tocantins;10°34’31”S;49°09’11”W;-10.5753;-49.1531;330;287;Cerrado;6;Araguaia Cerrados;12;Leeward;Equatorial;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Equatorial Lower tablelands Seasonally dry Semideciduous Parkland Savanna;332;Savanna woodland;0;1;26.7;12;70;60;35.1;17.9;17.2;1922;329;4;80;120;138;215;1095;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy loam (70-80% sand);75;Somewhat Excessively;20;48;Hypo-Dystrophyc (0-10% TBS);5;No salinity;0
947;CerTO042;Figueiropolis, cerrado;Brasil;Tocantins;12°14’34”S;49°15’22”W;-12.2428;-49.2561;288;270;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26.6;11.8;70;76;34.7;17.8;16.9;1505;256;2;83;130;179;195;723;0;0;0;90;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
887;CerGO099;Sao Miguel do Araguaia, cerrado;Brasil;Goias;13°16’05”S;49°58’14”W;-13.2681;-49.9706;274;262;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26.6;11.4;71;80;34.2;18.1;16.1;1703;314;4;88;130;166;190;909;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
889;CerGO100;Bandeirantes do Araguaia, cerrado;Brasil;Goias;13°40’39”S;50°42’47”W;-13.6775;-50.7131;269;261;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26.4;11.8;72;87;34;17.6;16.4;1593;305;4;87;135;160;190;797;0;0;0;85;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
894;CerGO101;Nova Crixas, cerrado;Brasil;Goias;14°11’45”S;50°17’44”W;-14.1958;-50.2956;294;275;Cerrado;6;Araguaia Cerrados;12;Leeward;Tropical;Lower tablelands;(Zonal);Seasonally dry;Semideciduous;Parkland Savanna;Tropical Lower tablelands Seasonally dry Semideciduous Parkland Savanna;333;Savanna woodland;0;1;26.3;11.2;70;82;33.8;17.9;15.9;1499;313;4;92;140;183;185;739;0;0;0;95;Absent to Low (0-10% exposed rock);5;Sandy clay (50-60% sand);55;Somewhat Excessively;20;53;Dystrophic (10-25% TBS);17;No salinity;0
